Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.5615130631488308,35.0,2.0,6.0,14.0,34.0,0.98,341.74630682857685,146.91741182287157,0.22,11.0,5.0,4.0,78.0,200,300,ucb,gauss,MAPE
